onset	 duration	 events	
7.991186e+00	 2.000000e-01	 Congruent	
9.991128e+00	 2.000000e-01	 Unknown	
1.399102e+01	 2.000000e-01	 Unknown	
1.599100e+01	 2.000000e-01	 Congruent	
1.799096e+01	 2.000000e-01	 Congruent	
1.999090e+01	 2.000000e-01	 Unfamiliar	
2.399081e+01	 2.000000e-01	 Unfamiliar	
2.599076e+01	 2.000000e-01	 Incongruent	
2.799070e+01	 2.000000e-01	 Incongruent	
3.199062e+01	 2.000000e-01	 Unfamiliar	
3.399056e+01	 2.000000e-01	 Incongruent	
3.799046e+01	 2.000000e-01	 Unknown	
3.999042e+01	 2.000000e-01	 Unfamiliar	
4.199039e+01	 2.000000e-01	 Congruent	
4.599029e+01	 2.000000e-01	 Unknown	
4.799023e+01	 2.000000e-01	 Unknown	
